id,exam_score
630000,71.85217469108068
630001,70.493014434084
630002,87.32018096114349
630003,57.71370690879223
630004,46.258791742158124
630005,71.24723322007311
630006,73.68619171368456
630007,57.217743219448266
630008,79.51728005370033
630009,89.98187997207435
630010,59.27227039203676
630011,36.787080561848754
630012,52.238769625023124
630013,60.90005789866385
630014,61.83744694561461
630015,65.56000925702446
630016,72.63699263070187
630017,77.15258855019836
630018,63.84515684616253
630019,73.68866773569339
630020,53.46651583871582
630021,67.04093707543147
630022,43.39738941972506
630023,48.74276964388285
630024,53.260326401464546
630025,54.321591533488125
630026,61.052019329697174
630027,43.15739094273511
630028,80.63002295811309
630029,96.76890037469994
630030,91.3493477853991
630031,53.26008596367917
630032,80.19520610331917
630033,54.98802794676255
630034,45.03362793144378
630035,51.553027088818546
630036,49.59517772835025
630037,64.79465417592586
630038,31.403902602345322
630039,45.995421786368894
630040,36.07494789511739
630041,75.1529437006877
630042,59.81670599705144
630043,62.73862015067329
630044,58.25592068454182
630045,84.89433100777605
630046,85.9382760784281
630047,58.06224032900729
630048,81.68805380907223
630049,98.72165715929226
630050,72.26082166837438
630051,29.327880504801886
630052,82.2918026826467
630053,77.8075849813519
630054,64.45779150046715
630055,39.27539732801655
630056,42.28478455889778
630057,75.89477034428432
630058,40.20388319461722
630059,78.61547411811125
630060,60.61968524907057
630061,29.386331872476287
630062,42.36234652740698
630063,36.09107281091379
630064,65.36564028332421
630065,46.24256578802674
630066,69.28234344794843
630067,45.959783154822
630068,87.19908539888564
630069,88.99483636621548
630070,76.80079751704666
630071,63.03908731605968
630072,72.27083377743045
630073,74.38614196691105
630074,73.01073981095426
630075,79.02960377690813
630076,93.53046914561719
630077,36.56313679148684
630078,69.32779713457931
630079,49.45325644536216
630080,91.25766247627541
630081,84.86885101508955
630082,33.834378904174706
630083,48.22672060055917
630084,78.32967579726952
630085,93.2304957275513
630086,71.51922815202896
630087,69.48777403247716
630088,75.23535736000926
630089,79.63151025626857
630090,76.8875182296831
630091,75.9625541108117
630092,63.59820861360048
630093,48.04994944765507
630094,48.63162502538377
630095,74.40956438220235
630096,69.78787544059693
630097,66.69900021560439
630098,79.88864929060276
630099,81.54617741223822
630100,74.98480332500586
630101,29.661371242555497
630102,36.822670883213995
630103,58.21920792070275
630104,69.12568914509336
630105,38.05671458355194
630106,44.86466141494773
630107,69.2558854372479
630108,32.86952532815493
630109,94.53815752081859
630110,54.987452495202625
630111,80.16534462205871
630112,87.76520527401905
630113,74.10733191453886
630114,68.46665041518749
630115,54.34538816202821
630116,58.667648980296974
630117,72.8397397830386
630118,60.56350994062543
630119,82.02261575747711
630120,44.27042104005475
630121,57.21064692955853
630122,40.87861336843608
630123,49.145791692770544
630124,78.23951310067112
630125,64.41579429414872
630126,33.55106234861292
630127,53.418261544428724
630128,66.30063770613894
630129,86.86035098598437
630130,45.66311580842094
630131,58.177463161794606
630132,51.09315986116679
630133,73.73978995956722
630134,44.32918377211981
630135,93.0306096398624
630136,55.88617504775332
630137,35.35174701571352
630138,74.96598021581609
630139,53.782606917109824
630140,33.168104311536176
630141,46.402080072141636
630142,39.35829793432151
630143,51.63897331295034
630144,71.74785276763451
630145,72.45372228091485
630146,66.40114830288617
630147,71.12273287681944
630148,42.007448633320465
630149,77.88897515726734
630150,54.29026231954139
630151,69.13974051933737
630152,61.771753371028765
630153,42.13413035783075
630154,61.7808156926221
630155,26.755730509519786
630156,71.14242850012592
630157,49.309572609475396
630158,76.11820189013704
630159,56.72179652460221
630160,62.74740379711278
630161,78.80600742376717
630162,55.18622978371355
630163,65.10386557550238
630164,35.0206865887672
630165,72.792614153063
630166,65.48260448562758
630167,56.93743600035509
630168,71.65515373817621
630169,87.11999285073217
630170,59.45082384697532
630171,59.59281972967344
630172,46.925721625759685
630173,74.48968070360209
630174,46.05187729820753
630175,90.88231203023757
630176,90.21894959749802
630177,65.48975660885948
630178,80.7612854815921
630179,22.49122375795973
630180,50.44736599606602
630181,45.70127272310857
630182,55.909750502129754
630183,65.47663759849102
630184,36.31450494570988
630185,72.01823406538175
630186,89.7514358095226
630187,55.63380913255893
630188,70.97555445706472
630189,70.40190960934599
630190,41.61329969917914
630191,64.70556931902082
630192,85.6769674616843
630193,93.60174563063683
630194,36.504132248994466
630195,62.919640691237326
630196,74.27621627668896
630197,35.27430668857992
630198,87.40323071253819
630199,88.20281632614457
630200,49.239302669160026
630201,54.54607644474307
630202,54.02194086170842
630203,38.3237351849349
630204,53.25817162508069
630205,70.73148734671298
630206,64.62395882384368
630207,83.42879454325015
630208,74.91389545588716
630209,50.96382201293293
630210,56.96509217233355
630211,73.17386853794781
630212,82.05410515540368
630213,79.51686272170704
630214,47.306203637088316
630215,42.44384900697812
630216,82.99193137986
630217,49.594127019791465
630218,76.52958423350971
630219,56.76780867118443
630220,68.74364681137574
630221,69.38332197155788
630222,33.735065496984504
630223,56.7067662554082
630224,72.50905291308118
630225,71.16660865989519
630226,53.011475076608725
630227,85.88273184873294
630228,35.27123953380116
630229,59.52421817004849
630230,62.932711081312526
630231,56.12457983122454
630232,84.71388935778586
630233,40.27512261374011
630234,81.19854083988828
630235,45.44103209109581
630236,58.459596389798854
630237,93.80423268382982
630238,51.77481687210798
630239,46.01386117900786
630240,56.69314861048809
630241,44.09144048722048
630242,74.9640546771823
630243,63.49605713926959
630244,59.3475581051465
630245,96.5424487562149
630246,42.00817496254395
630247,60.432717835035106
630248,81.81466151583062
630249,28.712952723307986
630250,37.80373531968047
630251,45.56887734490226
630252,70.08131209828932
630253,66.10235733887407
630254,55.468269711194466
630255,80.4637528506244
630256,69.3689291537869
630257,64.39106420216898
630258,75.52782931100093
630259,71.08030861836153
630260,56.466023906393005
630261,70.43196843298526
630262,34.64480486591444
630263,34.5001735258685
630264,64.05604953716539
630265,71.52445681582242
630266,79.48949134707388
630267,87.58063803548362
630268,89.71414038882402
630269,61.507662645678025
630270,31.844980805232947
630271,71.74373902743794
630272,37.99411224384289
630273,62.91912871350408
630274,49.444521097824385
630275,41.26624313317098
630276,41.09092061646882
630277,83.00212563749825
630278,57.76984475354735
630279,50.376853472309804
630280,80.62747010383364
630281,69.99042006116366
630282,35.994259145272665
630283,39.30800236215044
630284,49.347505982528915
630285,49.93130278559843
630286,52.6449136068037
630287,69.30221537187958
630288,76.59759959117727
630289,40.52166330133906
630290,77.47427676645617
630291,26.97184019392797
630292,51.32570429144016
630293,79.59577515051394
630294,87.4727122647087
630295,34.1879305349794
630296,60.470450478526175
630297,52.05842487537324
630298,45.97373833070088
630299,42.51015942609523
630300,60.02561647139893
630301,86.76556200461884
630302,44.60045939367119
630303,86.93367839843305
630304,70.06052660411532
630305,86.95419515915928
630306,86.13347788827943
630307,56.01550650031542
630308,52.77806119287123
630309,80.00053076890113
630310,54.28655288831396
630311,53.53913531732437
630312,45.00404402296425
630313,91.8208478503241
630314,63.71298942246368
630315,94.19337568819985
630316,28.992797046802686
630317,75.36969971111837
630318,91.9030686999406
630319,56.05989369010326
630320,68.75166819027163
630321,35.13292790149754
630322,68.83854731873586
630323,64.08042335683795
630324,57.04094512696714
630325,73.80802694367598
630326,72.52353598895097
630327,70.01817058715973
630328,74.23051741901604
630329,73.71241207439634
630330,43.288487079757445
630331,62.693296726025615
630332,58.78641706187548
630333,42.44709891427959
630334,55.85015193287635
630335,47.79017701818079
630336,41.398416809768605
630337,53.851029019970326
630338,46.062586584388626
630339,90.13381084928001
630340,30.82765824154673
630341,61.546904209008446
630342,82.58560126865734
630343,64.00525405810421
630344,83.31694593305319
630345,22.5803174863308
630346,45.36561255906763
630347,71.77057463104575
630348,76.64419511387095
630349,66.15695679379897
630350,64.27873432909996
630351,52.830870529045555
