id,exam_score
630000,71.19369624809974
630001,70.50025861759175
630002,88.0319363052059
630003,57.075282339387215
630004,46.45360284624245
630005,72.13819613923042
630006,72.95595198010952
630007,57.27208417755175
630008,80.78156281015171
630009,90.00430402797045
630010,59.234345088156495
630011,38.03274157072914
630012,53.077363955872386
630013,61.57052438224429
630014,61.20728144821697
630015,65.86849675794326
630016,73.7629779863945
630017,75.74896343532093
630018,63.324864678970044
630019,74.25780176151812
630020,53.440075930170366
630021,66.21336837404236
630022,44.345329792325224
630023,48.43993196073037
630024,53.584542888489956
630025,54.50391631333891
630026,60.00846976601966
630027,42.84750770799804
630028,80.57555521156124
630029,97.65180296655949
630030,91.80718747102144
630031,52.83765387715261
630032,80.32842326350672
630033,56.50447208282382
630034,45.75361208424765
630035,52.728016436161816
630036,49.61550927407834
630037,66.28478022220577
630038,30.58247911285766
630039,45.58235994191969
630040,35.679698614844696
630041,74.22450979023294
630042,61.027158377318685
630043,64.9450950570071
630044,57.43369202053695
630045,84.02075720280091
630046,86.28587621319936
630047,56.59279858438409
630048,82.61379282874549
630049,97.5558096331311
630050,72.00224144497395
630051,29.45101042774682
630052,82.45692129229674
630053,77.85104991041413
630054,64.39573521169307
630055,39.263294415156054
630056,41.93530742224509
630057,74.64919009830896
630058,39.570391121817885
630059,77.14065790814637
630060,60.36354850202226
630061,30.7731405346855
630062,40.44614472718927
630063,37.164996476533155
630064,64.48671251008447
630065,45.89120815443418
630066,69.76759062890999
630067,47.16922687379492
630068,88.3485486140183
630069,91.11304730500754
630070,76.96542179624527
630071,62.67504949973821
630072,72.45074149438294
630073,73.66360780407513
630074,71.93081969127711
630075,78.47077247592398
630076,94.36105724556725
630077,35.57491087146353
630078,69.96652716150001
630079,50.42866878292304
630080,91.65884017442573
630081,84.38521461793903
630082,34.77688980024258
630083,49.62528761281658
630084,78.93254180601342
630085,92.44903340538156
630086,70.36392202219642
630087,69.18092722683726
630088,74.90874949710425
630089,79.97776529812475
630090,77.09123775524408
630091,75.19291618414537
630092,62.965150541054555
630093,48.266637723909454
630094,48.1336994925776
630095,74.18142582077091
630096,70.97147578362447
630097,65.23971799084394
630098,80.66250557894045
630099,83.66176095880687
630100,74.6752044914649
630101,30.26528917330397
630102,37.486520433816715
630103,60.50209057613781
630104,69.56463713408895
630105,36.905605117852566
630106,47.55946766015168
630107,69.28275323090574
630108,33.37986217065542
630109,95.76982778833873
630110,54.51156292398011
630111,79.60193310697561
630112,87.63677273244714
630113,73.08561457107996
630114,70.5199241781537
630115,53.359442636470625
630116,58.97514311823602
630117,74.16426640443579
630118,58.11282829627643
630119,82.93604815665687
630120,44.344040723036095
630121,57.52760199289625
630122,39.694242028261975
630123,47.817534941211555
630124,78.61400451152143
630125,64.20860051948775
630126,35.00843564681655
630127,54.87956826266379
630128,65.87118781239795
630129,86.7671068826915
630130,44.24058126801354
630131,57.88775720527755
630132,50.852301362531264
630133,73.8823414949248
630134,44.8499547088648
630135,93.87310442341678
630136,55.901621176699486
630137,35.88147515293601
630138,74.78856809468543
630139,54.927657069265095
630140,34.000900702284135
630141,46.12797133117285
630142,37.46318012430777
630143,51.26659194411479
630144,73.60554453404447
630145,72.55106139576414
630146,66.47848790962742
630147,73.7013806296864
630148,42.68249775013665
630149,77.69201950374396
630150,54.79938323050526
630151,68.06756348948606
630152,62.36920545641961
630153,41.528180560992645
630154,62.0175968180281
630155,26.841299820255195
630156,71.87793114738696
630157,49.463352114707284
630158,77.01916437270252
630159,56.501613682315266
630160,62.31123364933201
630161,77.00074172208073
630162,54.728331359150836
630163,65.18288245483804
630164,36.741633537863244
630165,71.58383618620586
630166,64.72228504347164
630167,55.42533414208527
630168,71.23194407680646
630169,88.3756246000689
630170,60.66176032420633
630171,57.87667081978023
630172,46.56709943980592
630173,73.48584899098287
630174,44.57954265126265
630175,91.52166758034124
630176,90.54615301451685
630177,64.65893621949007
630178,80.56076570413089
630179,22.936094581015386
630180,52.51813179777391
630181,45.66710840066886
630182,56.10654134979984
630183,65.32056215986337
630184,35.78138329839772
630185,71.76631110392444
630186,89.5358096571931
630187,54.87662678560088
630188,69.05945749013144
630189,70.04890410586539
630190,41.69634058560691
630191,63.612194237709176
630192,85.038604102331
630193,92.84045517795832
630194,37.683846816130895
630195,62.027670053579826
630196,72.57627121225859
630197,36.65850493731061
630198,88.63958209439059
630199,90.42537177970421
630200,49.605856858400806
630201,53.64687407511085
630202,54.91996152686319
630203,38.22980552811173
630204,53.84202562014627
630205,70.9715757004751
630206,63.06715820597707
630207,83.96782923682944
630208,74.91401279218523
630209,49.76277238107271
630210,55.65574096993363
630211,73.26686882585862
630212,82.59250992418802
630213,79.24779235431777
630214,48.14538823682396
630215,41.02411454615304
630216,82.57887270554814
630217,49.549445041166706
630218,76.61722138192076
630219,56.06116068591319
630220,70.01262382657794
630221,70.08203136694702
630222,35.068601301799575
630223,57.66037148390113
630224,72.36619181744528
630225,71.39350151638205
630226,51.2168402025942
630227,85.34176396914133
630228,36.21386123443404
630229,57.92574692992673
630230,62.3842710824019
630231,56.31784917948239
630232,85.97679750646505
630233,40.90631734872709
630234,80.44458286108943
630235,45.89528532304222
630236,58.9656613413944
630237,93.48065713290626
630238,50.74400692975456
630239,47.12438778206855
630240,55.27611470385809
630241,43.80562186895023
630242,74.70002163740114
630243,62.77462892251014
630244,60.55346256432401
630245,95.47806700780261
630246,42.39663241822531
630247,60.088463219374994
630248,83.18559403739336
630249,30.210912303181985
630250,37.09315556611548
630251,43.9952021446829
630252,69.43038711435872
630253,66.02307813433497
630254,56.1437598100087
630255,80.46610129319727
630256,68.17775204627402
630257,64.79277250664137
630258,76.72201482660857
630259,71.14523276782259
630260,56.58585813611095
630261,70.80221147611464
630262,34.812528609098614
630263,33.378157856529306
630264,65.81903496099832
630265,71.36006210333392
630266,80.06581426613158
630267,88.42455890889174
630268,89.67413641510933
630269,60.6725395708214
630270,32.8378048507943
630271,72.20169246261607
630272,36.481717769298264
630273,62.52728505813977
630274,51.02661722435777
630275,41.24954924069818
630276,41.24458049005278
630277,83.76220545110367
630278,59.55515142136005
630279,50.95103719503827
630280,81.00712864390209
630281,69.67288604911178
630282,36.64237388087006
630283,38.78346737902213
630284,51.09109703361769
630285,50.377066233566524
630286,52.45805052251529
630287,70.27315364675071
630288,76.76797934761802
630289,41.68169819472781
630290,74.62742755874241
630291,27.46385522726388
630292,51.60693760376599
630293,79.43416622843905
630294,88.27789656183465
630295,34.55380816774099
630296,61.65192470740203
630297,56.28134357887871
630298,45.44948641381615
630299,42.36622129299656
630300,59.43208489068534
630301,88.03475109088703
630302,44.53640998565864
630303,89.3449437540825
630304,70.76451053131997
630305,86.20017030202617
630306,86.42325518374106
630307,55.799790566043036
630308,52.80193445687686
630309,79.681475198092
630310,54.419732838448375
630311,54.81258640010551
630312,44.02373336462824
630313,91.38804379077526
630314,63.51667151442661
630315,94.9167898220015
630316,29.432742407683932
630317,73.84291404983672
630318,89.7472580598795
630319,55.278417919744655
